PSCT;BandiT
103,3260651;0
103,2700958;0
103,3139572;0
103,3319016;0
103,3824615;0
103,5111771;0
103,5672607;0
103,5938873;0
103,5626831;0
103,6225739;0
103,5772552;0
103,5941086;0
103,5519943;0
103,5568695;0
103,5681229;0
103,6209412;0
103,6912613;0
103,699585;0
103,7696838;0
103,7351532;0
103,7878113;0
103,7276077;0
103,7226715;0
103,7242508;0
103,7754745;0
103,8417664;0
103,8957138;0
103,9294815;0
103,937149;0
103,8299866;0
103,8108139;0
103,9171677;0
104,0348434;0
104,0096588;0
103,9431534;0
103,9473038;0
103,9451523;0
103,9509964;0
103,9266434;0
103,9420929;0
103,947403;0
104,0325317;0
104,0744858;0
104,069046;0
104,0651855;0
104,0932159;0
104,0554733;0
104,1452637;0
104,1207123;0
104,1229324;0
104,1919479;0
104,1372223;0
104,1267929;0
104,1715393;0
104,157814;0
104,1600723;0
104,235817;0
104,2449417;0
104,2654114;0
104,2534561;0
104,3070908;0
104,3075943;0
104,3139801;0
104,3202667;0
104,2822495;0
104,3117065;0
104,3397369;0
104,3226776;0
104,2823486;0
104,3232117;0
104,2839737;0
104,292923;0
104,3140182;0
104,2500687;0
104,2771072;0
104,3676834;0
104,3529434;0
104,3444901;0
104,4000931;0
104,3096008;0
104,3121033;0
104,3487854;0
104,3200531;0
104,3827744;0
104,4635696;0
104,4228668;0
104,3651886;0
104,3977203;0
104,4042587;0
104,3769684;0
104,4299393;0
104,4402084;0
104,4029617;0
104,3930969;0
104,4792328;0
104,4669113;0
104,4644089;0
104,4422989;0
104,3664474;0
104,3916702;0
104,3557968;0
104,4090424;0
104,3666687;0
104,3287735;0
104,2882156;0
104,3694382;0
104,3121948;0
104,4204636;0
104,447258;0
104,4867249;0
104,4805984;0
104,5062485;0
104,5024567;0
104,5107422;0
104,4246445;0
104,4906235;0
104,5296021;0
104,5026016;0
104,4904785;0
104,4835587;0
104,5366516;0
104,5656204;0
104,560173;0
104,6237717;0
104,6208954;0
104,6328278;0
104,6706619;0
104,7573624;0
104,7635956;0
104,8464661;0
104,8710098;0
104,9470367;0
104,8888016;0
104,9038086;0
104,9488678;0
105,0745697;0
105,0686722;0
105,1986694;0
105,177536;0
105,195816;0
105,304451;0
105,4127121;0
105,4593658;0
105,5478363;0
105,598114;0
105,7431717;0
105,8049545;0
105,8905869;0
105,9973831;0
106,1014786;0
106,2473526;0
106,3379059;0
106,4997177;0
106,5810013;0
106,777092;0
106,9442215;0
107,1327057;0
107,1959839;0
107,4392624;0
107,6185074;0
107,6892929;0
107,9808502;0
108,1819153;0
108,3377457;0
108,5440216;0
108,8229446;0
108,9987106;0
109,201416;0
109,4452286;0
109,6960602;0
109,9339142;0
110,2670135;0
110,5297394;0
110,8545837;0
111,0735703;0
111,3762589;0
111,7497711;0
112,0294113;0
112,3084259;0
112,5547333;0
112,8694611;0
113,2671204;0
113,6509857;0
114,0208206;0
114,333168;0
114,6822357;0
115,1093063;0
115,4692307;0
115,8956146;0
116,2995453;0
116,741394;0
117,1976089;0
117,5715714;0
117,9295273;0
118,4151535;0
118,8708801;0
119,2599258;0
119,6310654;0
