PSCT;BandiT
112,5338516;0
112,480545;0
112,4835129;0
112,3821945;0
112,4207535;0
112,4442825;0
112,4341202;0
112,419899;0
112,4075699;0
112,3868179;0
112,4370346;0
112,4302139;0
112,4202881;0
112,4612045;0
112,4600906;0
112,3930969;0
112,4402466;0
112,5059738;0
112,4715729;0
112,4533844;0
112,3915939;0
112,3404465;0
112,3147659;0
112,3561783;0
112,3641052;0
112,2931671;0
112,2952576;0
112,323349;0
112,2483978;0
112,2577057;0
112,1628952;0
112,3107147;0
112,2859726;0
112,1875305;0
112,2228241;0
112,1766968;0
112,169754;0
112,1234589;0
112,1484985;0
112,1446533;0
112,1629639;0
112,1536102;0
112,1601715;0
112,1001053;0
112,1285172;0
112,1294708;0
112,0695572;0
112,0766602;0
112,1229019;0
112,0989914;0
111,9662704;0
112,0318375;0
112,0562744;0
111,978157;0
111,956398;0
111,913353;0
111,8947067;0
111,9281082;0
111,9469528;0
111,8544617;0
111,8733139;0
111,8440094;0
111,8165894;0
111,8022537;0
111,8061295;0
111,785614;0
111,738739;0
111,7712173;0
111,7692719;0
111,7123718;0
111,7416229;0
111,6709824;0
111,6544189;0
111,6568527;0
111,6068039;0
111,6149673;0
111,5750275;0
111,629715;0
111,5571518;0
111,5325317;0
111,499649;0
111,4494095;0
111,4461136;0
111,4091187;0
111,4775162;0
111,4892273;0
111,4206543;0
111,3977127;0
111,3988571;0
111,3417053;0
111,338089;0
111,3553085;0
111,4225235;0
111,3899536;0
111,3395386;0
111,3536301;0
111,3158264;0
111,3646698;0
111,2667313;0
111,2787018;0
111,2748566;0
111,2581329;0
111,3159103;0
111,3596878;0
111,3761368;0
111,3333054;0
111,2711487;0
111,2201157;0
111,2294388;0
111,2527771;0
111,3223953;0
111,3590088;0
111,2501221;0
111,3537521;0
111,4348068;0
111,4297943;0
111,4859695;0
111,4351044;0
111,4911957;0
111,5644302;0
111,5815353;0
111,5731277;0
111,682518;0
111,7248459;0
111,7516785;0
111,8366165;0
111,9877243;0
112,1470795;0
112,1139832;0
112,1847458;0
112,2391968;0
112,3571396;0
112,5024033;0
112,6087723;0
112,70121;0
112,7799988;0
112,9956284;0
113,11586;0
113,2780457;0
113,4389572;0
113,5438766;0
113,6322021;0
113,7934723;0
113,9613266;0
114,1130676;0
114,3206024;0
114,4511948;0
114,6565933;0
114,8580475;0
115,1222305;0
115,353096;0
115,6302948;0
115,8966599;0
116,0755081;0
116,247963;0
116,5714569;0
116,7929993;0
117,097641;0
117,338913;0
117,7151489;0
118,0048904;0
118,4042053;0
118,6931915;0
118,9846039;0
119,3165359;0
119,622345;0
119,9502563;0
120,2578049;0
120,7125626;0
121,1236572;0
121,4586334;0
121,7999954;0
122,2151413;0
122,6349258;0
123,0671616;0
123,4139633;0
123,7348862;0
124,1985779;0
124,5674744;0
124,9479218;0
125,3717651;0
125,8072815;0
126,281517;0
126,7210007;0
127,2218475;0
127,6369095;0
128,1385956;0
128,5484467;0
129,026413;0
129,4658813;0
129,919754;0
130,3518219;0
130,8861542;0
131,3993835;0
131,8802795;0
132,3140869;0
132,8398895;0
133,2601929;0
133,7019958;0
134,1618195;0
134,7102356;0
135,1783295;0
135,734726;0
136,2618713;0
136,7229156;0
137,4068909;0
137,8080597;0
138,3390961;0
138,839035;0
139,2699585;0
139,8451691;0
140,34375;0
140,919632;0
141,4570313;0
141,9740753;0
142,5090942;0
143,125;0
143,6985474;0
144,236557;0
144,6902924;0
145,2835236;0
145,8327942;0
146,3798676;0
146,9141235;0
147,4156189;0
147,9876709;0
148,4926453;0
148,9968567;0
149,5547791;0
150,1572266;0
150,8196106;0
151,4749146;0
151,9882355;0
152,6354218;0
153,1955872;0
153,709259;0
154,3389435;0
154,9277496;0
155,4734344;0
156,0784912;0
156,6116333;0
157,1767883;0
157,8159027;0
158,3441315;0
159,0111542;0
