PSCT;BandiT
99,84906769;0
99,87758636;0
99,90911102;0
99,85427094;0
99,8491745;0
99,90701294;0
99,85852051;0
99,92709351;0
99,9391861;0
99,94832611;0
99,87904358;0
99,8800354;0
99,88383484;0
99,86217499;0
99,83454895;0
99,8458786;0
99,78142548;0
99,82255554;0
99,82389832;0
99,78387451;0
99,7775116;0
99,78465271;0
99,76620483;0
99,74806213;0
99,71994019;0
99,74623871;0
99,82526398;0
99,82261658;0
99,73739624;0
99,76248169;0
99,79484558;0
99,80469513;0
99,74182892;0
99,70315552;0
99,72672272;0
99,72846222;0
99,66652679;0
99,72931671;59,29999924
99,73403931;59,29999924
99,68131256;59,29999924
99,71986389;59,29999924
99,71324921;59,29999924
99,76167297;0
99,76441956;0
99,72459412;0
99,66133118;0
99,73412323;0
99,66284943;0
99,72395325;0
99,72977448;0
99,65824127;0
99,62064362;0
99,64318848;0
99,61878204;0
99,66986084;0
99,64406586;0
99,634758;0
99,56864166;0
99,50926208;0
99,5881958;0
99,63742828;0
99,57408905;58,90000153
99,55316162;58,90000153
99,50624084;58,90000153
99,527565;58,90000153
99,53777313;58,90000153
99,47682953;0
99,4774704;0
99,59159851;0
99,57867432;0
99,50961304;0
99,55869293;0
99,49511719;0
99,48557281;0
99,57413483;0
99,52841949;0
99,51330566;0
99,51438904;0
99,5782547;0
99,49781799;0
99,45349884;0
99,47907257;0
99,44729614;0
99,43492126;0
99,42261505;0
99,44856262;0
99,42390442;0
99,48641205;0
99,49712372;0
99,52423096;0
99,49330902;59,5
99,38335419;59,5
99,35049438;59,5
99,35686493;59,5
99,44024658;59,5
99,41670227;0
99,39112854;0
99,30284882;0
99,3420639;0
99,3653183;0
99,36775208;0
99,32395935;0
99,27657318;0
99,36526489;0
99,33541107;59,40000153
99,29702759;59,40000153
99,28616333;59,40000153
99,30213165;59,40000153
99,3503952;59,40000153
99,38417053;0
99,34408569;0
99,34752655;0
99,3865509;0
99,37526703;0
99,39852142;0
99,33853149;0
99,31341553;0
99,38293457;0
99,30334473;0
99,27737427;0
99,36689758;0
