PSCT;BandiT
102,8026123;0
102,917511;0
102,8342361;0
102,8165359;0
102,7824173;0
102,8603668;0
102,8166885;0
102,8852386;0
102,8898392;0
102,887558;0
102,9231796;0
102,9757843;0
102,9837189;0
102,9996338;0
102,9653854;0
103,0712128;0
103,1524429;0
103,0681229;0
103,1159058;0
103,118866;0
103,147583;0
103,0846329;0
103,0847855;0
103,1238556;0
103,1355438;0
103,1423492;0
103,171608;0
103,2072449;0
103,1990433;0
103,1515427;0
103,2077103;0
103,2968369;0
103,2621078;0
103,2227554;0
103,3060226;0
103,3575211;0
103,3530273;0
103,2882462;0
103,3123703;0
103,259903;0
103,2514877;0
103,2578125;0
103,1927414;0
103,265976;0
103,2918015;0
103,3301849;0
103,3209;0
103,3647919;0
103,355545;0
103,3929214;0
103,3367691;0
103,3181305;0
103,248764;0
103,3509216;0
103,3162537;0
103,36409;0
103,3513031;0
103,3409042;0
103,3149948;0
103,2869415;0
103,2829895;0
103,3163986;0
103,3607407;0
103,5112686;0
103,4859695;0
103,4568863;0
103,5015793;0
103,4918137;0
103,3767853;0
103,3925323;0
103,3981323;0
103,4346771;0
103,4827194;0
103,445549;0
103,4274902;0
103,4627075;0
103,4855576;0
103,4377823;0
103,4286957;0
103,428833;0
103,3761063;0
103,3989487;0
103,4599686;0
103,4393768;0
103,3317795;0
103,4107666;0
103,4282913;0
103,3554916;0
103,3593826;0
103,3539581;0
103,3944016;0
103,3894882;0
103,3622513;0
103,3789139;0
103,3867111;0
103,4282684;0
103,4094009;0
103,3601227;0
103,4700317;0
103,4295044;0
103,4128952;0
103,4828491;0
103,4039383;0
103,3600998;0
103,349205;0
103,3947601;0
103,4261551;0
103,4662094;0
103,3911972;0
103,3511353;0
103,3574295;0
103,3503647;0
103,3241806;0
103,42173;0
103,3897095;0
103,4197922;0
103,4729691;0
103,4239502;0
103,437439;0
103,4491577;0
103,3612671;0
103,3566666;0
103,4044952;0
103,458725;0
103,5339203;0
103,5384827;0
103,4450378;0
103,4293365;0
103,4419022;0
103,4547958;0
103,5729828;0
103,5285797;0
103,4997559;0
103,5592346;0
103,555191;0
103,5513992;0
103,5842209;0
103,546669;0
103,6938858;0
103,6897888;0
103,7068329;0
103,7594376;0
103,7709503;0
103,7947083;0
103,7709656;0
103,9257202;0
103,9940491;0
103,9854889;0
104,0769119;0
104,1104126;0
104,1849747;0
104,3487473;0
104,3385315;0
104,3818359;0
104,4855957;0
104,5020828;0
104,5931473;0
104,6819611;0
104,7946625;0
104,9471283;0
105,0730209;0
105,119606;0
105,2475739;0
105,3817139;0
105,5032425;0
105,608223;0
105,8708954;0
105,9320145;0
106,0928802;0
106,2217407;0
106,3506241;0
106,5290298;0
106,6196594;0
106,8084488;0
107,1014633;0
107,3205566;0
107,5232162;0
107,7186127;0
108,0084534;0
108,2535553;0
108,5239182;0
108,7144241;0
109,0384674;0
109,2655792;0
109,5217438;0
109,7948532;0
110,0621109;0
110,3192749;0
110,6277924;0
111,0027924;0
111,3389282;0
111,6080475;0
111,9270096;0
112,2163696;0
112,5592117;0
112,9748459;0
113,2835388;0
113,7531357;0
114,1502151;0
114,5501633;0
114,926651;0
115,3149185;0
115,6949463;0
116,1658478;0
116,4827805;0
116,8685913;0
117,3307724;0
117,828392;0
118,2245789;0
118,6701355;0
119,0831909;0
119,5358658;0
119,9508667;0
120,4472656;0
120,8768311;0
121,2531433;0
121,7391205;0
122,2645493;0
122,6515503;0
123,1257477;0
123,5886078;0
124,1273804;0
124,5720596;0
125,0190125;0
125,5841293;0
125,9856186;0
126,490181;0
127,0077133;0
127,5393524;0
128,083725;0
128,5178986;0
128,9460297;0
129,501358;0
130,032074;0
130,5353546;0
130,9980927;0
131,5332184;0
132,0495911;0
132,6389008;0
133,1512909;0
133,6588593;0
134,256134;0
134,7833252;0
135,2620544;0
135,823761;0
136,3105927;0
136,9666138;0
137,4259186;0
137,9973602;0
138,5799408;0
139,2347717;0
139,7166138;0
140,3158417;0
140,7652283;0
141,3945313;0
141,9578247;0
142,4762268;0
143,110672;0
143,6268005;0
144,1179352;0
144,7841949;0
145,2904816;0
145,9570923;0
146,5359039;0
147,1352997;0
147,764267;0
148,3530731;0
148,9322052;0
149,4828644;0
150,0497284;0
150,7504425;0
151,2874603;0
151,9211273;0
152,5787811;0
153,0240479;0
153,5880127;0
154,2178192;0
154,8059998;0
155,4317474;0
156,0685577;0
156,6638641;0
157,2719116;0
157,878952;0
158,5025787;0
159,2176208;0
159,6446075;0
160,3148041;0
160,9141846;0
161,5858154;0
162,269989;0
162,8512268;0
163,4300385;0
164,0511017;0
164,8030701;0
165,397934;0
166,031189;0
166,6466522;0
167,2369843;0
167,8680115;0
168,5122528;0
169,1355896;0
169,6639862;0
170,3222961;0
170,8765564;0
171,5062714;0
172,1700897;0
172,8018799;0
173,4032593;0
174,162384;0
174,7762146;0
175,4158325;0
176,1425476;0
176,7753601;0
177,372757;0
177,984375;0
178,5850525;0
179,2814636;0
179,9442902;0
180,4972687;0
181,1068573;0
181,8034821;0
182,4827728;0
183,1777039;0
183,7555847;0
184,4137268;0
185,1075897;0
185,6583405;0
186,2729797;0
186,9833374;0
187,5404358;0
188,1689148;0
188,8084564;0
189,4966736;0
190,1933136;0
190,7834473;0
191,4395447;0
192,0460815;0
192,7224884;0
193,3627167;0
193,9003143;0
194,6168671;0
195,2702026;0
195,95224;0
196,517868;0
197,2366791;0
197,8208466;0
198,4486237;0
199,0910034;0
199,7179565;0
200,366394;0
200,9436646;0
201,7191772;0
202,2303467;0
202,9185333;0
203,504364;0
204,1290131;0
204,7696381;0
205,5019989;0
206,1129456;0
206,8023834;0
207,4347076;0
208,1036682;0
208,8171387;0
209,4321136;0
210,046814;0
210,6520996;0
211,2895966;0
211,8987732;0
212,5436554;0
213,1855316;0
213,7175446;0
214,4085388;0
215,0910492;0
215,7574921;0
216,2547607;0
216,9260254;0
217,6458893;0
218,2595215;0
218,8543091;0
219,5309753;0
220,1537018;0
220,8736115;0
221,419281;0
222,0615387;0
222,707962;0
223,2425232;0
223,8522186;0
224,5067902;0
225,1071625;0
225,8031006;0
226,3961639;0
227,1446533;0
227,7528992;0
228,5030823;0
228,9817352;0
229,6291199;0
230,2127228;0
230,8317566;0
231,3667603;0
231,9959717;0
232,5861359;0
233,1745605;0
233,772583;0
234,46698;0
235,1703796;0
235,8031311;0
236,3824615;0
237,0213318;0
237,7540894;0
238,3670502;0
238,9427948;0
239,6213226;0
240,2093201;0
240,8349457;0
241,3508148;0
241,9211731;0
242,5079041;0
243,0480652;0
243,6543121;0
244,3625793;0
244,9797211;0
245,6217957;0
246,2499542;0
246,8601837;0
247,4210815;0
248,0700073;0
248,642395;0
249,3492432;0
249,9711914;0
250,5653076;0
251,1425171;0
251,7024994;0
252,4187775;0
252,980957;0
253,5468292;0
254,1748199;0
254,77742;0
255,3029175;0
255,913559;0
256,4770508;0
257,1757507;0
257,7510376;0
258,3318481;0
258,9723511;0
259,4763184;0
260,204834;0
260,7485046;0
261,3771667;0
262,0124207;0
262,6288147;0
263,0960693;0
263,7409363;0
264,4034119;0
265,0133057;0
265,5688171;0
266,0970459;0
266,7885132;0
267,3335571;0
267,852356;0
268,4257507;0
268,9868469;0
269,620697;0
270,2724304;0
270,9245605;0
271,5122986;0
271,9875793;0
272,5864563;0
273,1936035;0
273,7319946;0
274,3999634;0
274,9737549;0
275,6876221;0
276,2556458;0
276,7333984;0
277,3175354;0
277,9233093;0
278,493866;0
279,1321716;0
279,7655334;0
280,27948;0
280,9075928;0
281,4411316;0
281,9753723;0
282,6013184;0
283,1171265;0
283,7169189;0
284,2536011;0
284,89505;0
285,4837341;0
286,0290527;0
286,6185303;0
287,2293396;0
287,8199158;0
288,3571777;0
288,9814758;0
289,533783;0
290,0641479;0
290,7381287;0
291,2969055;0
291,8044128;0
292,3490601;0
292,9429932;0
293,4980164;0
294,1412659;0
294,7075806;0
295,2811584;0
295,8064575;0
296,4093933;0
297,0171204;0
297,5701294;0
298,0662842;0
298,6537476;0
299,1979065;0
299,8628235;0
300,4459534;0
300,9901123;0
301,5958862;0
302,1938477;0
302,7095947;0
303,3929749;0
303,9007263;0
304,4787598;0
305,065033;0
305,5467529;0
306,0806885;0
306,701416;0
307,2466431;0
307,8303528;0
308,4058533;0
309,0500793;0
309,6101074;0
310,1625366;0
310,76651;0
311,2546082;0
311,8272095;0
312,3283691;0
312,8082886;0
313,401062;0
313,9266663;0
314,5652161;0
315,2344971;0
315,7492371;0
316,2450867;0
316,8044128;0
317,3588257;0
317,95224;0
318,5233459;0
319,1507263;0
319,7235107;0
320,2345276;0
320,7715149;0
321,3844299;0
321,8862;0
322,4886169;0
322,9585876;0
323,5144043;0
324,1359863;0
324,7495117;0
325,3864441;0
325,9393921;0
326,5394592;0
327,0853577;0
327,5848389;0
328,0258484;0
328,5805359;0
329,1700439;0
329,6895447;0
330,3325806;0
330,8586426;0
331,5096741;0
331,941925;0
332,5171509;0
333,0353394;0
333,6181335;0
334,2279053;0
334,8051453;0
335,3226624;0
335,959198;0
336,4620972;0
337,0583496;0
