PSCT;BandiT
99,67892456;0
99,64646149;0
99,64346313;0
99,56050873;0
99,54682159;0
99,48360443;0
99,55368805;0
99,55146027;0
99,54402161;0
99,55083466;0
99,50595093;0
99,53925323;0
99,5141983;0
99,52529144;0
99,4914093;0
99,52839661;0
99,49937439;0
99,51724243;0
99,51648712;0
99,51184845;0
99,37541199;0
99,40974426;0
99,41549683;0
99,34919739;0
99,32880402;0
99,40737152;0
99,4220047;0
99,36013031;0
99,34122467;0
99,29042816;0
99,37316895;0
99,3843689;0
99,35907745;0
99,29831696;0
99,3756485;0
99,29328156;0
99,29220581;0
99,24892426;0
99,28121948;0
99,22637939;0
99,21308136;0
99,22297668;0
99,24902344;0
99,20907593;0
99,20723724;0
99,14672852;0
99,1365509;0
99,01675415;0
99,1153183;0
99,11054993;0
99,11418152;0
99,12828064;0
99,16838837;0
99,18293762;0
99,13784027;0
99,10730743;0
99,04919434;0
98,98794556;0
99,0220871;0
99,02416992;0
99,03689575;0
99,0256958;0
99,08660126;0
99,07608032;0
99,03918457;0
99,00999451;0
99,04432678;0
99,05368042;0
99,01907349;0
98,97367096;0
99,02126312;0
98,97258759;0
99,01139069;0
98,96908569;0
98,9132843;0
98,85391235;0
98,88842773;0
98,92105103;0
98,94161987;0
98,91414642;0
98,89220428;0
98,91827393;0
98,9509964;0
98,90750122;0
98,91010284;0
98,81600952;0
98,85127258;0
98,7668457;0
98,71159363;0
98,71893311;0
98,73609161;0
98,78688812;0
98,75526428;0
98,78407288;0
98,75814056;0
98,77524567;0
98,80835724;0
98,70417786;0
98,69956207;0
98,70717621;0
98,76939392;0
98,77615356;0
98,77626801;0
98,76160431;0
98,73135376;0
98,67521667;0
98,64967346;0
98,64505005;0
98,72839355;0
98,7980423;0
98,78269958;0
98,76789856;0
98,80246735;0
98,80696869;0
98,74533081;0
98,71009827;0
98,69182587;0
98,63114929;0
98,56710052;0
98,56439972;0
98,65647125;0
98,67219543;0
98,65029907;0
98,63292694;0
98,62302399;0
98,6368103;0
98,64199066;0
98,57396698;0
98,61956787;0
98,60462189;0
98,68551636;0
98,64736938;0
98,59682465;0
98,64698029;0
98,65055847;0
98,61405182;0
98,62554932;0
98,56356812;0
98,50635529;0
98,52285004;0
98,57279205;0
98,63770294;0
98,58370972;0
98,58086395;0
98,60697174;0
98,69999695;0
98,63542175;0
98,53868866;0
98,64607239;0
98,53248596;0
98,55131531;0
98,53767395;0
98,54506683;0
98,51320648;0
98,49003601;0
98,545784;0
98,57699585;0
98,47351837;0
98,50829315;0
98,56724548;0
98,52561188;0
98,59321594;0
98,58477783;0
98,46534729;0
98,50205994;0
98,53559875;0
98,54553223;0
98,51442719;0
98,48974609;0
98,52881622;0
98,58086395;0
98,49758911;0
98,49687195;0
98,50985718;0
98,5141449;0
98,4799118;0
98,44564056;0
98,52241516;0
98,5246048;0
98,518013;0
98,54251862;0
98,5099411;0
98,50676727;0
98,47958374;0
98,44563293;0
98,45820618;0
98,4702301;0
98,46755981;0
98,44238281;0
98,47962952;0
98,43652344;0
98,41563416;0
98,46563721;0
98,46953583;0
98,45521545;0
98,44306946;0
98,4400177;0
