Time (s)
116,625
117,3496094
118,265625
119,2949219
120,328125
121,3632813
122,5058594
123,5234375
124,5625
125,4902344
125,8066406
125,8066406
128,6796875
129,71875
130,7597656
131,9101563
132,9492188
133,8886719
134,9042969
135,8417969
136,9746094
138,1152344
139,1347656
140,1621094
140,8867188
142,3632813
143,2910156
144,3242188
145,359375
146,2890625
147,5410156
148,5683594
149,5878906
150,5058594
151,7382813
152,7773438
153,7148438
154,7539063
155,7929688
156,7207031
157,953125
158,9824219
159,9003906
160,8261719
162,171875
163,109375
164,1289063
165,1582031
166,1757813
167,359375
168,3867188
169,3261719
170,375
171,3125
172,5449219
173,5625
174,5117188
175,53125
176,7636719
177,7910156
178,8144531
179,7382813
180,8789063
181,9179688
182,9570313
183,9863281
184,9238281
185,8417969
187,1875
188,125
189,1640625
190,203125
191,3339844
192,484375
193,5058594
194,4316406
195,4707031
196,4902344
197,6308594
198,6601563
199,6894531
200,71875
201,6347656
202,8789063
203,8964844
205,0390625
205,8632813
206,9941406
208,0449219
208,9824219
210,2246094
211,1621094
212,1914063
213,2207031
214,25
215,3808594
216,3066406
217,4492188
218,3769531
219,3945313
220,6171875
221,6386719
222,5742188
223,6035156
224,8359375
225,7832031
226,8222656
227,7695313
229,0039063
230,0449219
231,0625
231,9785156
233,0097656
234,2402344
235,1679688
236,1972656
237,2382813
238,4589844
239,3867188
240,4160156
241,4550781
242,3925781
243,6347656
244,6640625
245,5917969
246,6210938
247,8535156
248,78125
249,8203125
250,8378906
251,9804688
253,0351563
254,0585938
254,9863281
255,828125
257,1660156
258,2050781
259,234375
260,265625
261,1914063
262,4453125
263,3828125
264,421875
265,4492188
266,5800781
267,5996094
268,6191406
269,6484375
270,7792969
271,828125
272,8574219
273,7851563
274,8027344
275,8632813
276,9941406
278,0234375
279,0625
279,9902344
281,234375
282,1914063
283,2207031
284,2441406
285,3808594
286,3984375
287,4179688
288,4375
289,4785156
290,6074219
291,6367188
292,6757813
293,6035156
294,6210938
295,8554688
296,8945313
297,8125
298,84375
300,0722656
301
302,0410156
303,0683594
303,9960938
305,2382813
306,2578125
307,2988281
308,2148438
309,4375
310,46875
311,5078125
312,4433594
313,4824219
314,6132813
315,6425781
316,6621094
317,7011719
318,8320313
319,8710938
320,7890625
321,8125
323,0507813
324,0683594
325,0976563
325,8125
327,0332031
328,0742188
329,296875
330,2246094
331,2421875
332,28125
333,515625
334,4882813
335,5019531
336,5195313
337,640625
338,6601563
339,6894531
340,71875
341,6347656
342,8984375
343,9296875
344,8554688
345,8945313
347,1191406
348,0546875
349,0957031
350,1132813
351,3359375
352,2519531
353,28125
354,3105469
355,4316406
356,4707031
357,5097656
358,4394531
359,6699219
360,7089844
361,6367188
362,6757813
363,71875
364,7460938
365,8652344
366,8945313
367,9335938
368,8710938
370,1074219
371,1347656
372,0546875
373,0800781
374,3222656
375,3417969
376,2578125
377,2773438
378,3066406
379,5292969
380,4453125
381,4746094
382,4941406
383,7382813
384,6640625
385,7050781
386,7226563
387,7519531
388,8828125
389,9121094
390,9511719
391,8886719
392,9277344
394,0683594
395,0976563
396,1269531
397,1464844
398,0742188
399,296875
400,3261719
401,3535156
402,2714844
403,2910156
404,5332031
405,5761719
406,5214844
407,7539063
408,7714844
409,7109375
410,7382813
411,8847656
412,8984375
413,9179688
414,9375
415,8535156
417,0878906
418,1152344
419,1542969
420,0820313
421,125
422,3652344
423,3027344
424,3320313
425,3613281
426,4921875
427,5097656
428,5390625
429,4570313
430,7089844
431,7382813
432,7578125
433,6738281
434,703125
435,7421875
436,9648438
437,8945313
438,9121094
439,9316406
440,8691406
442,1113281
443,1503906
444,078125
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
444,8007813
