PSCT;BandiT
104,3264084;0
104,3594818;0
104,4216766;0
104,3714294;0
104,4249954;0
104,4773788;0
104,4401474;0
104,4826889;0
104,4916077;0
104,4783936;0
104,4418488;0
104,464592;0
104,4857483;0
104,544075;0
104,573494;0
104,6078491;0
104,6225128;0
104,6505585;0
104,743042;0
104,6761551;0
104,6548538;0
104,6188889;0
104,6406326;0
104,6667709;0
104,6382828;0
104,6782379;0
104,6483002;0
104,5907822;0
104,6896744;0
104,7734528;0
104,7277527;0
104,7605972;0
104,7257156;0
104,8214417;0
104,8126144;0
104,7332611;0
104,7529373;0
104,7062759;0
104,7583313;0
104,7093582;0
104,6063995;0
104,6491852;0
104,8390656;0
104,7712097;0
104,733696;0
104,7166901;0
104,7653809;0
104,8099823;0
104,7881241;0
104,8089066;0
104,8211975;0
104,7788544;0
104,8281174;0
104,7688675;0
104,8294525;0
104,8202667;0
104,7512131;0
104,7241669;0
104,7550735;0
104,8214417;0
104,7804413;0
104,8268204;0
104,7401886;0
104,7638168;0
104,7925415;0
104,7781067;0
104,7474213;0
104,7681122;0
104,7602615;0
104,7693405;0
104,8472824;0
104,8494644;0
104,8529663;0
104,8204803;0
104,7635117;0
104,8135681;0
104,7589798;0
104,7575455;0
104,7566605;0
104,7852097;0
104,811264;0
104,7898788;0
104,7477646;0
104,6736755;0
104,6928635;0
104,7437668;0
104,6679382;0
104,6875;0
104,765152;0
104,7872238;0
104,697197;0
104,7218018;0
104,7573471;0
104,7870026;0
104,7183304;0
104,7272797;0
104,6695938;0
104,61866;0
104,6429214;0
104,6574097;0
104,6691589;0
104,6542969;0
104,6251907;0
104,6214371;0
104,5965576;0
104,6295166;0
104,5635681;0
104,5899048;0
104,5425339;0
104,5188828;0
104,5441132;0
104,5160217;0
104,5314865;0
104,504158;0
104,5053482;0
104,4589081;0
104,5093079;0
104,5029984;0
104,4710846;0
104,5427246;0
104,4738388;0
104,4743271;0
104,4644928;0
104,3994751;0
104,431572;0
104,4412613;0
104,3794098;0
104,3590851;0
104,3732147;0
104,3712387;0
104,3466949;0
104,407074;0
104,3238144;0
104,3363495;0
104,2685013;0
104,3178864;0
104,2789078;0
104,3027039;0
104,2718277;0
104,2542801;0
104,2915573;0
104,2902222;0
104,3275452;0
104,3761444;0
104,3223343;0
104,2773209;0
104,3680878;0
104,3789749;0
104,3286819;0
104,3503799;0
104,3551025;0
104,3805313;0
104,4216461;0
104,4428406;0
104,4262543;0
104,4680023;0
104,5199814;0
104,614418;0
104,6192245;0
104,6506348;0
104,697876;0
104,6800003;0
104,7868576;0
104,7597046;0
104,7454453;0
104,8474121;0
104,9111099;0
104,9408951;0
104,9233398;0
105,0128098;0
105,0258942;0
105,1363144;0
105,2538376;0
105,2859955;0
105,3488007;0
105,3713989;0
105,4017181;0
105,4822083;0
105,516983;0
105,6082458;0
105,7052765;0
105,7440109;0
105,8117065;0
105,8294983;0
105,9457169;0
106,043129;0
106,046936;0
106,109993;0
106,2425537;0
106,2708893;0
106,3223495;0
106,3511047;0
106,4198761;0
106,4133606;0
106,4111862;0
106,4563522;0
106,4853516;0
106,5593872;0
106,6170044;0
106,5993805;0
106,6767578;0
106,6874924;0
106,7159271;0
106,8060226;0
106,7736969;0
106,8238754;0
106,8554916;0
106,8853302;0
106,9662628;0
107,0120621;0
107,0032196;0
107,0695648;0
107,1172791;0
107,2400131;0
107,2045212;0
107,2426834;0
107,3363876;0
107,3834076;0
107,4712601;0
107,5246658;0
107,5323639;0
107,620575;0
107,6516647;0
107,7205811;0
107,8081818;0
107,8727188;0
107,9489899;0
107,9695969;0
108,0447769;0
108,0491028;0
108,1548538;0
108,2555466;0
108,2976913;0
108,327713;0
108,3649521;0
108,4621964;0
108,5772705;0
108,6743927;0
108,7731476;0
108,8815079;0
108,9550323;0
109,1051941;0
109,1411362;0
109,191246;0
109,2961121;0
109,4163361;0
109,4993744;0
109,5624771;0
109,7292023;0
109,815834;0
109,8991623;0
110,0246964;0
110,151535;0
110,2040024;0
110,3000488;0
110,4285278;0
110,5080719;0
110,6397705;0
110,7291565;0
110,8270493;0
110,8371964;0
110,9567795;0
111,0736542;0
111,1462326;0
111,2579422;0
111,3660507;0
111,4696426;0
111,6469421;0
111,7459183;0
111,8361359;0
111,9643936;0
112,0801697;0
112,0772705;0
112,2413788;0
112,2713699;0
112,4317627;0
112,5453262;0
112,5908279;0
112,6447525;0
112,8421936;0
112,9026871;0
113,0237656;0
113,0567245;0
113,2218399;0
113,3281555;0
113,4443359;0
113,5507584;0
113,6631699;0
113,7160492;0
113,7058716;0
113,7745132;0
113,891098;0
113,9253006;0
113,9764633;0
114,0213089;0
114,0576706;0
114,0952606;0
114,1511765;0
114,157608;0
114,2621765;0
114,3539429;0
114,3976898;0
114,4075851;0
114,5365677;0
114,6127548;0
114,7091522;0
114,7276382;0
114,8228378;0
114,956604;0
114,9441605;0
114,9963303;0
115,0508041;0
115,1868973;0
115,2893753;0
115,3089066;0
115,4032364;0
115,4669876;0
115,5747452;0
115,6573334;0
115,7336197;0
115,8021545;0
115,7886887;0
115,8475342;0
116,0521164;0
116,0660095;0
116,145668;0
116,2411804;0
116,3098145;0
116,4382477;0
116,5453796;0
116,6461487;0
116,7745056;0
116,9083939;0
117,0309372;0
117,1645737;0
117,2156601;0
117,3846817;0
117,4889526;0
117,6243057;0
117,7391052;0
117,7946472;0
117,9567871;0
118,0573959;0
118,2418137;0
118,3823242;0
118,5744629;0
118,7268677;0
118,8386307;0
118,9718933;0
119,1306152;0
119,2554321;0
119,4276199;0
119,6274261;0
119,7175369;0
119,8836288;0
120,0303421;0
120,2150955;0
120,4305878;0
120,6724548;0
120,7965698;0
121,0845184;0
121,2718887;0
121,5000153;0
121,6592178;0
121,9148178;0
122,1010056;0
122,291008;0
122,4320374;0
122,5368576;0
122,7499619;0
122,9351578;0
123,1984558;0
123,5002213;0
123,7759933;0
123,9687271;0
124,1937027;0
124,3864365;0
124,6735153;0
124,9329071;0
125,1388702;0
125,4441528;0
125,6665726;0
125,8733063;0
126,1366501;0
126,3626404;0
126,6559219;0
127,014061;0
127,3164597;0
127,5898056;0
127,8778915;0
128,1186829;0
128,4311066;0
128,5724182;0
128,8547363;0
129,1418304;0
129,538208;0
129,7767029;0
130,0388947;0
130,3953247;0
130,720047;0
131,0019226;0
131,2863312;0
131,5494995;0
131,7761383;0
132,1879425;0
132,450058;0
132,8524017;0
133,1484985;0
133,4230499;0
133,7197113;0
134,0055237;0
134,355896;0
134,6923218;0
135,030426;0
135,3730469;0
135,6736755;0
136,0558777;0
136,3752594;0
136,7113495;0
137,0337982;0
137,2821198;0
137,5987701;0
137,9525452;0
138,3438263;0
138,6422577;0
139,0002136;0
139,346283;0
139,7694855;0
140,0453033;0
140,4272919;0
140,7653961;0
141,1241455;0
141,5773468;0
141,880661;0
142,3066711;0
142,5463104;0
142,9147186;0
143,2264709;0
143,494751;0
143,9425812;0
144,33078;0
144,7240906;0
145,0099335;0
145,3724518;0
145,7597809;0
146,1928864;0
146,5631714;0
146,9742889;0
147,3082581;0
147,6757965;0
148,0769806;0
148,4416351;0
148,8327942;0
149,2663727;0
149,663269;0
150,1609497;0
150,5075836;0
150,79599;0
151,1062469;0
151,5907593;0
151,894989;0
152,3080444;0
152,6639099;0
153,0564728;0
153,468399;0
153,8168182;0
154,3177032;0
154,6285553;0
154,9262543;0
155,3062897;0
155,800827;0
156,1829681;0
156,546936;0
156,9225311;0
157,2920074;0
157,7428284;0
158,1206818;0
158,4379272;0
158,8683624;0
159,3873596;0
159,7388153;0
160,0877838;0
160,4593964;0
160,8767395;0
161,3161469;0
161,7281189;0
162,0804138;0
162,4051361;0
162,9246368;0
163,313446;0
163,6723633;0
164,1169739;0
164,6201324;0
165,0200653;0
165,3563538;0
165,7366486;0
166,1534576;0
166,5319672;0
166,9604187;0
167,3162079;0
167,7116699;0
168,1194763;0
168,5567932;0
168,9230499;0
169,3478394;0
169,7763672;0
170,1527863;0
170,5496674;0
170,9614563;0
171,4661255;0
171,910614;0
172,3546295;0
172,7519684;0
173,0554657;0
173,5482025;0
173,9515686;0
174,3265686;0
174,7631378;0
175,2389069;0
175,5941772;0
175,9393616;0
176,4029541;0
176,7998352;0
177,1779022;0
177,5937653;0
178,0478058;0
178,455307;0
178,8118286;0
179,210907;0
179,6650238;0
180,0605469;0
180,4350891;0
180,9427338;0
181,348587;0
181,7490082;0
182,1274567;0
182,5771942;0
183,01297;0
183,3981323;0
183,7714081;0
184,158844;0
184,6068726;0
185,0398254;0
185,42276;0
185,9016113;0
186,2810974;0
186,6288452;0
187,0477295;0
187,3895721;0
